Car_ID,Car_Model,Model_Year,Car_Age,Mileage_KM,Fuel_Type,Region,Components,Health_Score,Conditions,Failure_Type,Failure_Date,Maintenance_Type,Maintenance_Cost,Downtime_Hours,Service_Center,Car_Status
CAR-1176,Premium Sedan,2020,6,56617,Electric,Central,Headlight,54,Warning,Lighting Failure,4/29/2025,Corrective,159.98,23,Center Delta,Healthy
CAR-1278,City,2021,5,89366,Electric,Central,Tyre,44,Critical,Tyre Damage,9/6/2023,Corrective,264.2,7,Center Delta,Needs Inspection
CAR-1074,Crossover,2018,8,111125,Petrol,South,Cooling System,62,Warning,Overheating,11/9/2025,Corrective,393.32,9,Center Alpha,Healthy
CAR-1327,Crossover,2020,6,82324,Petrol,South,Cooling System,63,Warning,Overheating,11/6/2023,Corrective,467.7,18,Center Delta,Healthy
CAR-1209,Compact,2021,5,84367,Hybrid,Central,Suspension,46,Warning,Suspension Failure,8/28/2025,Corrective,661.08,17,Center Alpha,Healthy
CAR-1132,Crossover,2020,6,70172,Petrol,East,Tyre,67,Warning,Tyre Damage,11/25/2023,Preventive,170.69,1,Center Beta,Healthy
CAR-1040,City,2018,8,87702,Hybrid,Central,Tyre,31,Critical,Tyre Damage,12/11/2025,Emergency,345.25,22,Center Alpha,Needs Inspection
CAR-1037,Sedan,2021,5,61287,Petrol,East,Battery,66,Warning,Battery Failure,7/15/2023,Corrective,241.39,19,Center Alpha,Healthy
CAR-1151,Hatchback,2020,6,90147,Diesel,West,Cooling System,57,Warning,Overheating,2/6/2024,Preventive,335.42,2,Center Delta,Healthy
CAR-1495,Premium Sedan,2022,4,57564,Petrol,East,Transmission,89,Healthy,No Failure,9/19/2024,Preventive,787.77,3,Center Alpha,Healthy
CAR-1013,Hatchback,2019,7,118536,Petrol,West,Tyre,14,Critical,Tyre Damage,6/4/2024,Emergency,398.86,68,Center Beta,Under Maintenance
CAR-1143,Hatchback,2024,2,29369,Electric,Central,Battery,82,Healthy,No Failure,9/14/2024,Preventive,204.94,3,Center Gamma,Healthy
CAR-1071,Crossover,2020,6,61149,Diesel,East,Battery,65,Warning,Battery Failure,1/8/2024,Preventive,182.92,2,Center Beta,Healthy
CAR-1092,Compact,2021,5,50235,Petrol,South,Brake,75,Healthy,No Failure,12/19/2024,Preventive,292.29,2,Center Epsilon,Healthy
CAR-1193,Hatchback,2021,5,43441,Petrol,North,Engine,96,Healthy,No Failure,11/4/2025,Preventive,901.6,2,Center Beta,Healthy
CAR-1296,Crossover,2020,6,73890,Electric,South,Headlight,40,Critical,Lighting Failure,1/12/2025,Emergency,274.06,63,Center Alpha,Under Maintenance
CAR-1069,Crossover,2019,7,90361,Petrol,Central,Headlight,47,Warning,Lighting Failure,12/17/2025,Corrective,143.3,11,Center Alpha,Healthy
CAR-1265,City,2021,5,77012,Electric,West,Headlight,41,Critical,Lighting Failure,4/11/2023,Corrective,183.07,8,Center Delta,Needs Inspection
CAR-1323,Premium Sedan,2022,4,48824,Petrol,East,Engine,78,Healthy,No Failure,4/19/2023,Preventive,920.4,1,Center Epsilon,Healthy
CAR-1167,Premium Sedan,2018,8,110501,Diesel,North,Cooling System,23,Critical,Overheating,5/24/2025,Corrective,450.75,11,Center Beta,Needs Inspection
CAR-1326,Crossover,2018,8,95303,Electric,West,Suspension,10,Critical,Suspension Failure,11/9/2023,Corrective,751.12,19,Center Epsilon,Needs Inspection
CAR-1264,Premium Sedan,2021,5,73886,Diesel,East,Engine,44,Critical,Wear,12/31/2023,Emergency,2353.81,29,Center Epsilon,Under Maintenance
CAR-1352,Premium Sedan,2023,3,45031,Diesel,North,Engine,85,Healthy,No Failure,7/11/2023,Preventive,1024.95,3,Center Gamma,Healthy
CAR-1106,Sedan,2023,3,45501,Electric,East,Transmission,87,Healthy,No Failure,10/11/2025,Preventive,751.55,3,Center Gamma,Healthy
CAR-1072,Compact,2022,4,44910,Electric,South,Brake,55,Warning,Brake Wear,1/13/2023,Preventive,294.53,1,Center Gamma,Healthy
CAR-1075,Hatchback,2022,4,73042,Diesel,West,Cooling System,48,Warning,Overheating,12/22/2023,Corrective,540.62,14,Center Beta,Healthy
CAR-1412,Compact,2021,5,71755,Hybrid,South,Tyre,51,Warning,Tyre Damage,9/17/2025,Corrective,284.55,10,Center Gamma,Healthy
CAR-1110,Sedan,2018,8,90856,Diesel,South,Battery,49,Warning,Battery Failure,11/7/2024,Corrective,358.07,10,Center Gamma,Healthy
CAR-1270,Sedan,2019,7,127886,Hybrid,Central,Headlight,41,Critical,Lighting Failure,3/8/2025,Emergency,216.94,45,Center Epsilon,Under Maintenance
CAR-1374,Compact,2018,8,111150,Hybrid,East,Transmission,40,Critical,Transmission Fault,1/6/2023,Emergency,2781.18,21,Center Alpha,Needs Inspection
CAR-1355,Crossover,2022,4,50858,Electric,Central,Engine,65,Warning,Mechanical Failure,11/2/2025,Preventive,859.45,3,Center Gamma,Healthy
CAR-1379,Sedan,2023,3,27861,Hybrid,North,Cooling System,76,Healthy,No Failure,6/26/2024,Preventive,306.36,1,Center Delta,Healthy
CAR-1059,Premium Sedan,2019,7,109429,Diesel,Central,Cooling System,35,Critical,Overheating,4/11/2025,Emergency,762.77,62,Center Delta,Under Maintenance
CAR-1113,Hatchback,2022,4,47045,Diesel,North,Engine,100,Healthy,No Failure,1/16/2025,Preventive,707.65,1,Center Beta,Healthy
CAR-1365,Hatchback,2019,7,95815,Diesel,West,Tyre,16,Critical,Tyre Damage,6/16/2024,Corrective,309.86,23,Center Epsilon,Needs Inspection
CAR-1264,Premium Sedan,2021,5,79156,Diesel,East,Battery,46,Warning,Battery Failure,3/14/2025,Corrective,281.52,11,Center Beta,Healthy
CAR-1063,Crossover,2020,6,61469,Diesel,East,Engine,37,Critical,Overheating,2/7/2023,Emergency,2363.6,71,Center Alpha,Under Maintenance
CAR-1409,Premium Sedan,2023,3,54588,Petrol,North,Brake,74,Warning,Brake Wear,9/25/2023,Corrective,509.97,15,Center Epsilon,Healthy
CAR-1215,Sedan,2018,8,104696,Electric,South,Engine,36,Critical,Overheating,2/17/2024,Emergency,2495.79,53,Center Beta,Under Maintenance
CAR-1001,Hatchback,2023,3,28141,Petrol,North,Tyre,87,Healthy,No Failure,10/4/2024,Preventive,123.04,3,Center Gamma,Healthy
CAR-1056,Compact,2019,7,65177,Hybrid,West,Engine,45,Warning,Mechanical Failure,3/2/2025,Corrective,1192.97,6,Center Epsilon,Healthy
CAR-1191,City,2020,6,70551,Petrol,East,Tyre,29,Critical,Tyre Damage,3/15/2023,Emergency,312.75,28,Center Epsilon,Under Maintenance
CAR-1185,Premium Sedan,2022,4,50890,Hybrid,Central,Engine,100,Healthy,No Failure,8/25/2023,Preventive,870.46,2,Center Gamma,Healthy
CAR-1180,City,2021,5,65297,Petrol,North,Headlight,58,Warning,Lighting Failure,7/14/2025,Corrective,155.98,13,Center Gamma,Healthy
CAR-1360,City,2018,8,78645,Petrol,West,Suspension,24,Critical,Suspension Failure,10/5/2024,Emergency,1213.13,52,Center Epsilon,Under Maintenance
CAR-1409,Premium Sedan,2023,3,34691,Petrol,North,Suspension,84,Healthy,No Failure,10/29/2024,Preventive,518.85,1,Center Alpha,Healthy
CAR-1427,Crossover,2022,4,75081,Petrol,North,Tyre,46,Warning,Tyre Damage,4/8/2024,Preventive,156.99,2,Center Gamma,Healthy
CAR-1001,Hatchback,2023,3,52958,Petrol,North,Battery,44,Critical,Battery Failure,10/14/2024,Corrective,253.96,12,Center Gamma,Needs Inspection
CAR-1006,Sedan,2019,7,60354,Petrol,South,Tyre,42,Critical,Tyre Damage,8/30/2023,Corrective,310.45,16,Center Gamma,Needs Inspection
CAR-1030,Sedan,2021,5,64037,Diesel,East,Headlight,49,Warning,Lighting Failure,2/16/2023,Corrective,129.98,20,Center Delta,Healthy
CAR-1436,Premium Sedan,2020,6,67651,Diesel,Central,Engine,28,Critical,Wear,8/29/2024,Emergency,1849.9,21,Center Delta,Needs Inspection
CAR-1022,Premium Sedan,2019,7,60960,Petrol,East,Tyre,57,Warning,Tyre Damage,7/23/2025,Corrective,231.93,7,Center Beta,Healthy
CAR-1451,City,2022,4,32243,Hybrid,East,Brake,100,Healthy,No Failure,12/26/2025,Preventive,238.1,3,Center Epsilon,Healthy
CAR-1112,Sedan,2021,5,39132,Petrol,West,Brake,47,Warning,Brake Wear,8/13/2024,Corrective,349.7,15,Center Alpha,Healthy
CAR-1107,Sedan,2022,4,45769,Electric,South,Suspension,65,Warning,Suspension Failure,5/15/2024,Corrective,679.04,14,Center Beta,Healthy
CAR-1478,Sedan,2018,8,107770,Diesel,South,Brake,28,Critical,Brake Wear,5/2/2025,Emergency,798.64,59,Center Alpha,Under Maintenance
CAR-1150,Hatchback,2022,4,72088,Diesel,East,Cooling System,82,Healthy,No Failure,10/21/2023,Preventive,269.27,3,Center Gamma,Healthy
CAR-1488,Hatchback,2022,4,51670,Diesel,Central,Battery,71,Warning,Battery Failure,9/24/2025,Preventive,225.13,2,Center Alpha,Healthy
CAR-1395,Compact,2021,5,65272,Diesel,South,Brake,74,Warning,Brake Wear,3/21/2023,Preventive,302.24,1,Center Alpha,Healthy
CAR-1111,City,2021,5,46180,Hybrid,Central,Cooling System,66,Warning,Overheating,4/11/2024,Preventive,254.26,1,Center Epsilon,Healthy
CAR-1479,Premium Sedan,2019,7,80447,Petrol,South,Cooling System,28,Critical,Overheating,12/3/2024,Emergency,931.41,68,Center Epsilon,Under Maintenance
CAR-1188,Sedan,2023,3,45847,Petrol,West,Battery,79,Healthy,No Failure,3/31/2024,Preventive,189.33,3,Center Delta,Healthy
CAR-1131,Hatchback,2021,5,42657,Diesel,Central,Engine,45,Warning,Mechanical Failure,7/19/2024,Corrective,1629.68,13,Center Beta,Healthy
CAR-1160,Compact,2018,8,133183,Diesel,Central,Cooling System,27,Critical,Overheating,4/20/2025,Emergency,706.97,30,Center Gamma,Under Maintenance
CAR-1114,Compact,2018,8,148424,Diesel,East,Suspension,10,Critical,Suspension Failure,4/25/2024,Emergency,1423.74,60,Center Beta,Under Maintenance
CAR-1407,Crossover,2021,5,40195,Diesel,Central,Battery,83,Healthy,No Failure,3/26/2023,Preventive,157.38,2,Center Delta,Healthy
CAR-1071,Crossover,2020,6,108242,Diesel,East,Tyre,34,Critical,Tyre Damage,5/4/2024,Corrective,199.35,16,Center Epsilon,Needs Inspection
CAR-1325,Sedan,2019,7,78115,Petrol,North,Battery,48,Warning,Battery Failure,9/21/2023,Preventive,195.54,2,Center Alpha,Healthy
CAR-1222,City,2021,5,51440,Diesel,East,Brake,71,Warning,Brake Wear,11/26/2025,Preventive,271.7,3,Center Alpha,Healthy
CAR-1030,Sedan,2021,5,91439,Diesel,East,Tyre,41,Critical,Tyre Damage,6/28/2024,Emergency,317.64,69,Center Beta,Under Maintenance
CAR-1079,Compact,2019,7,77232,Petrol,West,Engine,57,Warning,Overheating,5/10/2024,Corrective,1610.65,18,Center Gamma,Healthy
CAR-1148,Premium Sedan,2020,6,86910,Petrol,South,Suspension,45,Warning,Suspension Failure,11/22/2025,Preventive,409.97,3,Center Alpha,Healthy
CAR-1203,Crossover,2022,4,70228,Hybrid,South,Transmission,88,Healthy,No Failure,12/5/2023,Preventive,1122.64,1,Center Epsilon,Healthy
CAR-1135,Hatchback,2022,4,38777,Electric,North,Headlight,85,Healthy,No Failure,9/14/2024,Preventive,88.83,2,Center Beta,Healthy
CAR-1380,Crossover,2020,6,62254,Electric,North,Battery,36,Critical,Battery Failure,1/16/2025,Emergency,435.7,29,Center Epsilon,Under Maintenance
CAR-1318,Hatchback,2018,8,87445,Petrol,Central,Tyre,40,Critical,Tyre Damage,11/26/2024,Corrective,303.15,23,Center Epsilon,Needs Inspection
CAR-1267,Compact,2019,7,103122,Hybrid,East,Suspension,32,Critical,Suspension Failure,5/3/2024,Emergency,1265.97,66,Center Beta,Under Maintenance
CAR-1433,Hatchback,2023,3,45572,Petrol,North,Tyre,48,Warning,Tyre Damage,8/25/2023,Corrective,272.08,6,Center Epsilon,Healthy
CAR-1406,City,2019,7,71476,Diesel,Central,Tyre,62,Warning,Tyre Damage,11/13/2023,Preventive,152.87,1,Center Alpha,Healthy
CAR-1214,City,2024,2,25070,Petrol,South,Battery,72,Warning,Battery Failure,12/18/2025,Preventive,150.59,3,Center Alpha,Healthy
CAR-1464,Compact,2022,4,58704,Hybrid,North,Transmission,66,Warning,Transmission Fault,3/10/2023,Preventive,1102.47,3,Center Alpha,Healthy
CAR-1029,Sedan,2020,6,90675,Electric,North,Transmission,41,Critical,Transmission Fault,3/2/2024,Emergency,1996.44,35,Center Beta,Under Maintenance
CAR-1375,City,2023,3,35770,Electric,Central,Headlight,93,Healthy,No Failure,2/7/2025,Preventive,106.14,1,Center Gamma,Healthy
CAR-1066,Compact,2021,5,51145,Petrol,North,Brake,62,Warning,Brake Wear,11/26/2023,Preventive,221.17,2,Center Delta,Healthy
CAR-1376,Compact,2021,5,65684,Diesel,Central,Brake,83,Healthy,No Failure,9/18/2024,Preventive,317,3,Center Epsilon,Healthy
CAR-1089,Hatchback,2024,2,32057,Diesel,North,Battery,72,Warning,Battery Failure,12/5/2023,Preventive,194.44,3,Center Delta,Healthy
CAR-1477,Hatchback,2020,6,70748,Electric,Central,Battery,56,Warning,Battery Failure,6/14/2023,Corrective,270.64,16,Center Gamma,Healthy
CAR-1069,Crossover,2019,7,108776,Petrol,Central,Tyre,36,Critical,Tyre Damage,9/15/2025,Emergency,301,58,Center Beta,Under Maintenance
CAR-1039,Premium Sedan,2018,8,84943,Petrol,North,Tyre,44,Critical,Tyre Damage,6/16/2025,Emergency,386.75,61,Center Epsilon,Under Maintenance
CAR-1468,Crossover,2018,8,97175,Electric,East,Engine,18,Critical,Overheating,3/3/2025,Emergency,2063.39,50,Center Delta,Under Maintenance
CAR-1491,Crossover,2021,5,46757,Petrol,East,Headlight,69,Warning,Lighting Failure,4/20/2024,Preventive,102.29,3,Center Alpha,Healthy
CAR-1169,Premium Sedan,2020,6,61453,Petrol,West,Battery,62,Warning,Battery Failure,12/11/2024,Preventive,179.24,3,Center Alpha,Healthy
CAR-1433,Hatchback,2023,3,44330,Petrol,North,Tyre,54,Warning,Tyre Damage,6/24/2024,Preventive,173.93,2,Center Alpha,Healthy
CAR-1284,City,2018,8,140788,Diesel,South,Tyre,21,Critical,Tyre Damage,10/8/2023,Emergency,385.41,19,Center Delta,Needs Inspection
CAR-1315,Premium Sedan,2022,4,37975,Diesel,Central,Battery,71,Warning,Battery Failure,6/16/2024,Preventive,220.72,2,Center Alpha,Healthy
CAR-1378,Compact,2023,3,46698,Petrol,Central,Battery,100,Healthy,No Failure,3/11/2023,Preventive,209.44,1,Center Alpha,Healthy
CAR-1363,City,2024,2,25732,Electric,East,Engine,70,Warning,Mechanical Failure,3/8/2025,Corrective,1225.74,8,Center Beta,Healthy
CAR-1043,Sedan,2021,5,40732,Petrol,East,Battery,93,Healthy,No Failure,1/31/2023,Preventive,187.31,2,Center Epsilon,Healthy
CAR-1058,Premium Sedan,2019,7,118047,Hybrid,Central,Suspension,12,Critical,Suspension Failure,1/7/2025,Corrective,803.17,23,Center Beta,Needs Inspection
CAR-1053,City,2020,6,89490,Hybrid,East,Cooling System,43,Critical,Overheating,6/18/2025,Emergency,635.65,28,Center Epsilon,Under Maintenance
CAR-1190,Sedan,2024,2,37972,Electric,East,Battery,85,Healthy,No Failure,1/17/2024,Preventive,225.53,3,Center Alpha,Healthy
CAR-1317,Crossover,2024,2,27382,Diesel,West,Engine,100,Healthy,No Failure,1/26/2024,Preventive,885.82,3,Center Epsilon,Healthy
CAR-1163,Crossover,2024,2,31707,Petrol,West,Suspension,79,Healthy,No Failure,11/7/2024,Preventive,537.81,1,Center Beta,Healthy
CAR-1233,Sedan,2022,4,43648,Diesel,East,Suspension,66,Warning,Suspension Failure,11/27/2024,Preventive,363.27,2,Center Delta,Healthy
CAR-1287,Sedan,2022,4,65517,Petrol,North,Tyre,76,Healthy,No Failure,9/17/2024,Preventive,193.83,1,Center Gamma,Healthy
CAR-1134,City,2021,5,79527,Diesel,East,Cooling System,87,Healthy,No Failure,10/24/2025,Preventive,338.07,2,Center Alpha,Healthy
CAR-1243,City,2020,6,64955,Electric,South,Transmission,82,Healthy,No Failure,4/27/2024,Preventive,762.22,2,Center Epsilon,Healthy
CAR-1418,Crossover,2022,4,75546,Diesel,West,Headlight,99,Healthy,No Failure,6/12/2023,Preventive,121.28,1,Center Delta,Healthy
CAR-1172,Crossover,2022,4,64366,Electric,North,Cooling System,52,Warning,Overheating,9/28/2025,Corrective,501.71,10,Center Alpha,Healthy
CAR-1306,Crossover,2022,4,67318,Diesel,North,Transmission,52,Warning,Transmission Fault,8/26/2024,Preventive,851.54,3,Center Gamma,Healthy
CAR-1183,Crossover,2024,2,19404,Petrol,South,Brake,85,Healthy,No Failure,12/13/2024,Preventive,206.16,1,Center Epsilon,Healthy
CAR-1025,Hatchback,2020,6,82666,Petrol,South,Suspension,46,Warning,Suspension Failure,3/22/2023,Corrective,589.52,11,Center Delta,Healthy
CAR-1066,Compact,2021,5,44206,Petrol,North,Transmission,51,Warning,Transmission Fault,10/16/2025,Preventive,1089.81,3,Center Alpha,Healthy
CAR-1438,Premium Sedan,2024,2,21045,Petrol,Central,Cooling System,86,Healthy,No Failure,7/1/2025,Preventive,337.17,1,Center Alpha,Healthy
CAR-1439,Crossover,2018,8,117877,Petrol,Central,Headlight,19,Critical,Lighting Failure,10/20/2024,Emergency,282.94,36,Center Beta,Under Maintenance
CAR-1462,Hatchback,2022,4,70798,Diesel,West,Cooling System,67,Warning,Overheating,5/13/2023,Preventive,387.29,3,Center Epsilon,Healthy
CAR-1157,Sedan,2019,7,82837,Diesel,South,Headlight,66,Warning,Lighting Failure,9/16/2023,Preventive,84.22,1,Center Gamma,Healthy
CAR-1121,City,2024,2,27730,Diesel,South,Engine,84,Healthy,No Failure,5/7/2023,Preventive,932.68,3,Center Epsilon,Healthy
CAR-1220,Crossover,2018,8,81378,Hybrid,East,Tyre,43,Critical,Tyre Damage,3/2/2023,Emergency,390.53,35,Center Epsilon,Under Maintenance
CAR-1094,Premium Sedan,2024,2,36125,Electric,Central,Headlight,97,Healthy,No Failure,5/4/2025,Preventive,128.06,2,Center Alpha,Healthy
CAR-1497,Compact,2024,2,32249,Diesel,Central,Suspension,100,Healthy,No Failure,10/6/2023,Preventive,381.54,3,Center Delta,Healthy
CAR-1303,City,2019,7,102707,Diesel,Central,Engine,51,Warning,Mechanical Failure,6/20/2025,Corrective,1280.99,11,Center Beta,Healthy
CAR-1491,Crossover,2021,5,68622,Petrol,East,Battery,64,Warning,Battery Failure,6/11/2023,Preventive,197.02,2,Center Epsilon,Healthy
CAR-1339,Crossover,2020,6,106972,Electric,Central,Brake,32,Critical,Brake Wear,8/16/2025,Emergency,576.76,23,Center Epsilon,Needs Inspection
CAR-1493,Premium Sedan,2018,8,115417,Hybrid,West,Battery,46,Warning,Battery Failure,3/24/2024,Corrective,307.22,6,Center Beta,Healthy
CAR-1113,Hatchback,2022,4,28906,Diesel,North,Engine,85,Healthy,No Failure,6/9/2025,Preventive,748.56,2,Center Alpha,Healthy
CAR-1082,Premium Sedan,2020,6,100032,Diesel,South,Headlight,51,Warning,Lighting Failure,5/13/2023,Corrective,192.11,13,Center Alpha,Healthy
CAR-1085,Premium Sedan,2021,5,85285,Petrol,North,Suspension,51,Warning,Suspension Failure,7/17/2025,Preventive,461.05,2,Center Beta,Healthy
CAR-1065,Premium Sedan,2024,2,26926,Electric,North,Cooling System,77,Healthy,No Failure,4/26/2025,Preventive,277.49,2,Center Beta,Healthy
CAR-1270,Sedan,2019,7,60562,Hybrid,Central,Tyre,62,Warning,Tyre Damage,3/15/2023,Corrective,245.75,15,Center Delta,Healthy
CAR-1245,Sedan,2018,8,77676,Petrol,West,Tyre,54,Warning,Tyre Damage,9/15/2025,Corrective,309.13,15,Center Gamma,Healthy
CAR-1307,Compact,2024,2,12806,Petrol,East,Transmission,83,Healthy,No Failure,1/16/2025,Preventive,1083.31,3,Center Delta,Healthy
CAR-1155,Hatchback,2021,5,78551,Electric,Central,Tyre,46,Warning,Tyre Damage,10/14/2025,Preventive,167,3,Center Gamma,Healthy
CAR-1041,Sedan,2019,7,117333,Petrol,South,Tyre,47,Warning,Tyre Damage,8/19/2024,Preventive,132.88,2,Center Gamma,Healthy
CAR-1038,Premium Sedan,2020,6,77474,Diesel,Central,Tyre,36,Critical,Tyre Damage,1/28/2024,Corrective,223.48,21,Center Delta,Needs Inspection
CAR-1257,Premium Sedan,2020,6,96602,Petrol,West,Tyre,37,Critical,Tyre Damage,5/18/2023,Emergency,415.45,55,Center Beta,Under Maintenance
CAR-1124,Sedan,2019,7,93198,Diesel,East,Engine,45,Warning,Overheating,4/10/2025,Corrective,1097.24,11,Center Alpha,Healthy
CAR-1186,Hatchback,2021,5,76585,Petrol,North,Battery,54,Warning,Battery Failure,12/18/2025,Corrective,248.57,18,Center Epsilon,Healthy
CAR-1018,Compact,2022,4,39636,Diesel,North,Tyre,98,Healthy,No Failure,2/23/2023,Preventive,156.07,2,Center Gamma,Healthy
CAR-1317,Crossover,2024,2,18860,Diesel,West,Cooling System,84,Healthy,No Failure,10/2/2024,Preventive,284.77,2,Center Alpha,Healthy
CAR-1050,Crossover,2022,4,32927,Petrol,East,Engine,94,Healthy,No Failure,4/3/2025,Preventive,642.72,1,Center Delta,Healthy
CAR-1416,City,2020,6,83208,Diesel,South,Battery,29,Critical,Battery Failure,1/22/2025,Corrective,249.87,18,Center Epsilon,Needs Inspection
CAR-1412,Compact,2021,5,59818,Hybrid,South,Brake,41,Critical,Brake Wear,7/21/2023,Emergency,500.89,68,Center Epsilon,Under Maintenance
CAR-1345,Hatchback,2019,7,120067,Diesel,West,Engine,29,Critical,Mechanical Failure,11/1/2025,Corrective,1510.89,6,Center Alpha,Needs Inspection
CAR-1303,City,2019,7,58390,Diesel,Central,Brake,47,Warning,Brake Wear,7/23/2024,Preventive,236.89,3,Center Epsilon,Healthy
CAR-1437,Hatchback,2020,6,98244,Diesel,North,Battery,28,Critical,Battery Failure,2/1/2025,Emergency,579.48,59,Center Delta,Under Maintenance
CAR-1206,Premium Sedan,2021,5,82431,Hybrid,North,Brake,45,Warning,Brake Wear,2/28/2023,Preventive,213.88,2,Center Epsilon,Healthy
CAR-1445,Hatchback,2021,5,68764,Diesel,West,Engine,72,Warning,Mechanical Failure,10/20/2023,Corrective,1237.09,18,Center Epsilon,Healthy
CAR-1386,Compact,2024,2,35222,Hybrid,South,Transmission,97,Healthy,No Failure,6/8/2025,Preventive,1134.66,3,Center Delta,Healthy
CAR-1419,Hatchback,2022,4,62391,Diesel,East,Cooling System,82,Healthy,No Failure,10/13/2024,Preventive,252.84,1,Center Delta,Healthy
CAR-1210,Sedan,2021,5,70859,Petrol,West,Brake,63,Warning,Brake Wear,11/18/2025,Corrective,483.13,7,Center Beta,Healthy
CAR-1092,Compact,2021,5,78934,Petrol,South,Engine,35,Critical,Mechanical Failure,5/19/2023,Corrective,1486.68,20,Center Epsilon,Needs Inspection
CAR-1203,Crossover,2022,4,76933,Hybrid,South,Engine,64,Warning,Overheating,12/28/2025,Corrective,1467.65,7,Center Epsilon,Healthy
CAR-1252,Premium Sedan,2024,2,20857,Hybrid,West,Cooling System,85,Healthy,No Failure,5/17/2023,Preventive,271.17,1,Center Epsilon,Healthy
